SEGMENTID,PROJID,SSSTAT,SSTYPE,Location
2508424,RR087,Complete,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",POINT (-90.10012286247347 30.01617228278719)
2507974,RR087,Complete,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",POINT (-90.10807644777971 30.015052228575623)
2507978,RR085,Complete,Water Line Replacement (FEMA),POINT (-90.10700617397536 30.014958235493378)
2507980,RR085,Complete,Water Line Replacement (FEMA),POINT (-90.10661885047607 30.014923563162654)
2508511,RR085,Complete,Water Line Replacement (FEMA),POINT (-90.10457943925297 30.014739277113282)
2508359,RR085,Complete,Water Line Replacement (FEMA),POINT (-90.10257267043998 30.01455970622285)
2523613,RR083,Complete,Sewer Line Repair (SSERP),POINT (-90.10159313586281 30.014473239012137)
2508277,RR078,Complete,Sewer Line Repair (SSERP),POINT (-90.10092336671468 30.020727591933923)
2508272,RR085,Complete,Sewer Line Repair (SSERP),POINT (-90.1036589199583 30.01823654041863)
2508344,RR085,Complete,Water Line Replacement (FEMA),POINT (-90.10466710117734 30.018329545866724)
2507629,RR085,Complete,Water Line Replacement (FEMA),POINT (-90.1045516629417 30.019315319067136)
2508282,RR083,Complete,Sewer Line Repair (SSERP),POINT (-90.10818505677345 30.018643148279175)
2507367,RR301,Complete,Sewer Line Repair (SSERP),POINT (-90.1146884433049 30.00456167267504)
2506996,RR193,Complete,Water Line Replacement (FEMA),POINT (-90.11588500318307 30.004361648152756)
2507272,DPW058,Complete,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.11875438538725 30.003692634447447)
2507276,DPW058,Complete,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.11881744379116 30.002870563583937)
2507484,,Complete,Water Line Replacement (FEMA),POINT (-90.11487721870567 30.002054736987848)
2507486,RR091,Complete,Water Line Replacement (FEMA),POINT (-90.11385116400467 30.001966200211754)
2507390,DPW058,Complete,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.11887829623122 30.002045347102946)
2507488,,Complete,Water Line Replacement (FEMA),POINT (-90.11497131601722 30.000797500274803)
2507379,RR194,Complete,"Drainage, Sewer Line, and Water Line (SWB) Replacement",POINT (-90.12193561937941 30.00057635146821)
2523860,RR090,Complete,Water Line Replacement (FEMA),POINT (-90.11355541486859 29.99696490091428)
2507531,RR132,Complete,Water Line Replacement (SWB)/Sewer Line Repair (SSERP),POINT (-90.11467288380605 29.991154834898545)
2507539,RR094,Complete,Sewer Line Replacement (SSERP),POINT (-90.12209963181445 29.986529781855694)
2507663,RR090,Complete,Sewer Line Replacement (ESSA),POINT (-90.11306505761594 29.996134618245954)
2507649,RR132,Complete,Sewer Line Repair (SSERP),POINT (-90.11567994756024 29.9912257918662)
2507391,RR194,Complete,Water Line Replacement (FEMA)/Sewer Line Repair (SSERP),POINT (-90.11744397166264 30.002382219565344)
2507187,RR193,Complete,Water Line Replacement (FEMA)/Sewer Line Repair (SSERP),POINT (-90.11546813977989 30.02091086180484)
2507157,RR193,Complete,Water Line Replacement (FEMA),POINT (-90.11749643252027 30.020280811800774)
2510032,RR042,Complete,Sewer Line Repair (SSERP),POINT (-90.07900344700012 30.000848069576936)
2507419,RR094,Complete,Water Line Replacement (FEMA),POINT (-90.11845559845874 29.99913403954576)
2506806,RR194,Complete,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",POINT (-90.12036534015566 30.003370625807467)
2507376,RR193,Complete,Water Line Replacement (SWB)/Sewer Line Repair (SSERP),POINT (-90.12043043648599 30.00254727948997)
2507378,RR193,Complete,Sewer Line Repair (SSERP),POINT (-90.12049513899125 30.001722183908214)
2507381,RR194,Complete,"Drainage, Sewer Line, and Water Line (SWB) Replacement",POINT (-90.12060462362399 30.00007377988642)
2506810,RR090,Complete,Water Line Replacement (FEMA),POINT (-90.11262967932103 30.004102534871862)
2523828,RR090,Complete,Sewer Line Repair (SSERP),POINT (-90.11353883192264 29.997955315544143)
2507380,RR194,Complete,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",POINT (-90.12055807038138 30.000900105680845)
2508382,RR043,Complete,"Drainage Line, Sewer Line Replacement (SWB), and Water Line Replacement (FEMA)",POINT (-90.0788503537097 30.005239672212962)
2508900,RR043,Complete,"Drainage Line, Sewer Line Replacement (SWB), and Water Line Replacement (FEMA)",POINT (-90.08317552736489 30.004340926601966)
2508911,RR042,Complete,Sewer Line Replacement (SSERP),POINT (-90.0776685014405 30.002909722316232)
2508970,RR042,Complete,Sewer Line Repair (SSERP),POINT (-90.07862312338526 30.002177275549002)
2508925,RR042,Complete,Water Line Replacement (FEMA),POINT (-90.08226112866397 30.002193725868263)
2510742,RR042,Complete,Sewer Line Repair (SSERP),POINT (-90.0834904974428 30.003588043233062)
2510227,RR042,Complete,Sewer Line Replacement (SSERP),POINT (-90.07756175473156 30.001562195587304)
2510033,RR042,Complete,Sewer Line Repair (SSERP),POINT (-90.07863491654135 30.000323285577295)
2510928,RR165,Complete,Water Line Replacement (FEMA),POINT (-90.07622449764688 29.999447139612414)
2510575,RR165,Complete,Water Line Replacement (FEMA),POINT (-90.07971508706642 29.999238821026776)
2510767,RR165,Complete,Water Line Replacement (SWB),POINT (-90.08079502365763 29.998150721722283)
2512447,RR165,Complete,Water Line Replacement (FEMA),POINT (-90.07979926319155 29.997197505975453)
2507032,RR165,Complete,Water Line Replacement (FEMA),POINT (-90.07590488882283 29.995391999961942)
2510944,RR165,Complete,Water Line Replacement (FEMA),POINT (-90.07866390666047 29.99523276991395)
2510784,NDR058C,Complete,Sewer Line Repair (SSERP),POINT (-90.08055462488963 29.99511540958341)
2510946,RR165,Complete,Water Line Replacement (SWB)/Sewer Line Repair (SSERP),POINT (-90.07931482617916 29.994170900118956)
2510984,RR006,Complete,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.07884438670922 29.99126189475948)
2510981,RR006,Complete,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.07956828344074 29.991236426748884)
2510802,RR006,Complete,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.08026838819944 29.991229789497705)
2511007,RR007,Complete,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.08587019125504 29.990158739432058)
2510856,RR007,Complete,"Drainage Line, Sewer Line, and Water Line Replacement (SWB)",POINT (-90.08591743256713 29.989579198982046)
2510862,RR007,Complete,"Drainage Line, Sewer Line, and Water Line Replacement (SWB)",POINT (-90.08408596741245 29.98950179782864)
2510869,RR007,Complete,"Drainage Line, Sewer Line, and Water Line Replacement (SWB)",POINT (-90.08243872603921 29.98943758608133)
2510965,DPW773,Complete,Sewer Line Repair (SSERP),POINT (-90.07863942441507 29.986731680033554)
2511078,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.07690877908946 29.98618518520742)
2510924,RR165,Complete,Water Line Replacement (FEMA),POINT (-90.07568415090367 29.99999006826977)
2510967,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.07769956655076 29.98654801924905)
2507033,RR301,Complete,Water Line Replacement (FEMA),POINT (-90.07729075676531 29.993781457890723)
2511350,RR261,Complete,Sewer Line Repair (SSERP),POINT (-90.0832838528009 29.98820503387832)
2510957,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.07815833480154 29.989394301381658)
2510949,RR165,Complete,Water Line Replacement (SWB),POINT (-90.07869744709197 29.993703408424548)
2510985,RR006,Complete,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.07863684380222 29.9905589713029)
2510810,RR165,Complete,Water Line Replacement (FEMA),POINT (-90.07886506925539 29.994709735974098)
2510963,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.07915331703263 29.98659597576215)
2510982,RR006,Complete,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.07918190401784 29.990540439450456)
2508969,RR043,Complete,"Drainage Line, Sewer Line Replacement (SWB), and Water Line Replacement (SWB)",POINT (-90.07908852968092 30.003511444073453)
2511044,RR007,Complete,"Drainage Line, Sewer Line, and Water Line Replacement (SWB)",POINT (-90.07961188226672 29.98944264257628)
2510955,RR165,Complete,Water Line Replacement (SWB),POINT (-90.07985542267848 29.993628511126108)
2510030,RR006,Complete,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.07989409789148 29.990530183204022)
2510939,RR165,Complete,Water Line Replacement (SWB),POINT (-90.08008959961658 29.996671216099255)
2508967,RR043,Complete,"Drainage Line, Sewer Line Replacement (SWB), and Water Line Replacement (SWB)",POINT (-90.07988498667326 30.003461608991117)
2524047,RR165,Complete,Water Line Replacement (FEMA)/Sewer Line Repair (SSERP),POINT (-90.08007129753035 29.998705450991284)
2510574,RR165,Complete,Water Line Replacement (FEMA),POINT (-90.08036888981681 29.999705772145557)
2510580,RR165,Complete,Water Line Replacement (SWB),POINT (-90.08041566925382 29.99766660472494)
2508928,RR043,Complete,"Drainage Line, Sewer Line Replacement (SWB), and Water Line Replacement (SWB)",POINT (-90.08067357882939 30.00341280339029)
2511011,RR007,Complete,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",POINT (-90.08122474608294 29.987760191451233)
2510870,RR007,Complete,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.08159975835949 29.98983696296055)
2511024,RR004,Complete,Water Line Replacement (FEMA),POINT (-90.08181476283625 29.98699339853549)
2524049,RR043,Complete,"Drainage Line, Sewer Line Replacement (SWB), and Water Line Replacement (SWB)",POINT (-90.08163637542694 30.003357605054724)
2510795,RR165,Complete,Water Line Replacement (SWB),POINT (-90.08218037234599 29.99349259934785)
2510872,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.08228865492595 29.987797617380558)
2510779,DPW445,Complete,Sewer Line Repair (SSERP),POINT (-90.08234509528623 29.995515466310362)
2510863,RR007,Complete,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",POINT (-90.08326960483323 29.989886059553257)
2510755,DPW521,Complete,Sewer Line Repair (SSERP),POINT (-90.08374962069077 29.998482829033847)
2510857,RR007,Complete,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",POINT (-90.08496991691216 29.989936390926257)
2509075,RR038,Complete,"Drainage Line, Sewer Line Replacement (SWB), and Water Line Replacement (FEMA)",POINT (-90.07242666007222 30.019909345836233)
2508952,RR037,Complete,Water Line Replacement (FEMA),POINT (-90.07484183838937 30.014540183271695)
2508537,RR037,Complete,Sewer Line Repair (ESSA),POINT (-90.0719821586928 30.014465030941732)
2508528,RR037,Complete,Water Line Replacement (FEMA)/Sewer Line Repair (ESSA),POINT (-90.07224099476952 30.017796494512652)
2509074,RR037,Complete,Water Line Replacement (FEMA),POINT (-90.07293999914046 30.021411416762504)
2524158,RR037,Complete,Water Line Replacement (FEMA),POINT (-90.07953218789623 30.011791052630585)
2508961,RR042,Complete,Water Line Replacement (SWB)/Sewer Line Repair (SSERP),POINT (-90.07667844034742 30.010957115275982)
2508946,DPW029,Complete,"Drainage Line, Sewer Line, and Water Line Replacement (SWB)",POINT (-90.07945264251543 30.010790188689075)
2508963,RR042,Complete,Water Line Replacement (SWB),POINT (-90.07661785029542 30.010146065180777)
2508948,DPW029,Complete,"Drainage Line, Sewer Line, and Water Line Replacement (SWB)",POINT (-90.07938686381816 30.009984159082425)
2508964,RR042,Complete,Water Line Replacement (SWB)/Sewer Line Repair (SSERP),POINT (-90.07655330786913 30.009343261292713)
2508376,DPW029,Complete,"Drainage Line, Sewer Line, and Water Line Replacement (SWB)",POINT (-90.07932225954428 30.009181437598)
2508378,DPW029,Complete,"Drainage Line, Sewer Line, and Water Line Replacement (SWB)",POINT (-90.07925649136757 30.00837115412993)
2524297,RR042,Complete,Sewer Line Repair (SSERP),POINT (-90.07642366032783 30.00771554781821)
2524296,DPW029,Complete,"Drainage Line, Sewer Line, and Water Line Replacement (SWB)",POINT (-90.0791930034367 30.007547180599843)
2511015,RR004,Complete,Water Line Replacement (FEMA),POINT (-90.08037645667216 29.98891405533144)
2511010,RR004,Complete,Water Line Replacement (FEMA),POINT (-90.08158226291509 29.988972877015033)
2510858,RR004,Complete,Water Line Replacement (FEMA)/Sewer Line Repair (SSERP),POINT (-90.08503641377744 29.98913974413655)
2508808,RR042,Complete,Sewer Line Repair (SSERP),POINT (-90.0763324909437 30.006427291800133)
2508922,DPW189,Complete,Sewer Line Repair (SSERP),POINT (-90.08249678743245 30.00490418242932)
2509032,RR042,Complete,Water Line Replacement (SWB),POINT (-90.07516793479648 30.003748182999114)
2508913,RR042,Complete,Sewer Line Repair (SSERP),POINT (-90.0755810471805 30.008994088492663)
2508803,RR042,Complete,Water Line Replacement (FEMA)/Sewer Line Repair (SSERP),POINT (-90.07790501800508 30.008859754242682)
2508962,DPW068,Complete,"Drainage Line, Sewer Line, and Water Line Replacement (SWB)",POINT (-90.07803532603498 30.01046513862707)
2524240,DPW068,Complete,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",POINT (-90.08087249526221 30.01029165009693)
2508487,RR090,Complete,Sewer Line Replacement (ESSA),POINT (-90.10939770674038 30.003816850098183)
2508484,RR090,Complete,Sewer Line Repair (SSERP),POINT (-90.11044535169574 30.00390745114069)
2509135,RR090,Complete,Water Line Replacement (FEMA),POINT (-90.11170178844705 30.00221454551335)
2509136,RR090,Complete,Water Line Replacement (FEMA)/Sewer Line Repair (ESSA),POINT (-90.110654452229 30.002121264732075)
2508544,RR090,Complete,Water Line Replacement (FEMA),POINT (-90.10960864329459 30.00203063821268)
2508442,RR090,Complete,Water Line Replacement (FEMA),POINT (-90.10814854972305 30.001903371104255)
2508984,PWF172,Complete,Sewer Line Repair (SSERP),POINT (-90.10298470843388 30.001440572245503)
2508996,PWF172,Complete,Sewer Line Repair (SSERP),POINT (-90.10187257465947 30.001340384425568)
2509000,PWF172,Complete,Sewer Line Repair (SSERP),POINT (-90.10074974895737 30.001240273273286)
2508541,RR090,Complete,Water Line Replacement (FEMA),POINT (-90.11191274013402 30.000409813471258)
2508543,RR090,Complete,Water Line Replacement (FEMA)/Sewer Line Repair (ESSA),POINT (-90.11086553450875 30.000318683308176)
2508546,PWF172,Complete,Sewer Line Repair (ESSA),POINT (-90.10981795604359 30.00022522962365)
2509147,PWF172,Complete,Sewer Line Repair (SSERP),POINT (-90.10732663537237 30.00000316956589)
2509001,PWF172,Complete,Sewer Line Replacement (SSERP),POINT (-90.10096229939307 29.999433308081365)
2508440,RR090,Complete,Water Line Replacement (FEMA),POINT (-90.1120604975747 29.999152634760204)
2508974,RR090,Complete,Water Line Replacement (FEMA)/Sewer Line Repair (ESSA),POINT (-90.11107214503163 29.99851372259043)
2509275,PWF172,Complete,Sewer Line Repair (SSERP),POINT (-90.10452557849592 29.9979311227761)
2506716,RR090,Complete,Water Line Replacement (FEMA),POINT (-90.11231754045721 29.99689133812828)
2508981,RR090,Complete,Water Line Replacement (FEMA),POINT (-90.11024624188198 29.996609624289874)
2508995,PWF172,Complete,Sewer Line Repair (SSERP),POINT (-90.10369473158424 29.9960299010573)
2525304,PWF172,Complete,Sewer Line Repair (SSERP),POINT (-90.10138080277423 29.9958890879294)
2507666,RR090,Complete,Sewer Line Replacement (ESSA),POINT (-90.11188322287177 29.99603100865202)
2508646,RR073,Complete,Water Line Replacement (FEMA),POINT (-90.0969337998062 30.02145216729284)
2508422,RR087,Complete,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",POINT (-90.09991306698403 30.017985021307368)
2508655,RR085,Complete,Water Line Replacement (FEMA),POINT (-90.09879199031289 30.017895120141638)
2508658,RR085,Complete,Water Line Replacement (FEMA),POINT (-90.09900791515628 30.016071227236143)
2508728,RR085,Complete,Water Line Replacement (FEMA),POINT (-90.09922024310015 30.014265023441563)
2508445,RR083,Complete,Sewer Line Repair (SSERP),POINT (-90.09985591483492 30.008846197061494)
2508571,RR084,Complete,Sewer Line Repair (SSERP),POINT (-90.100065115331 30.007032231153424)
2508645,RR074,Complete,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.09579601657586 30.021937488412398)
2508013,PWF102,Complete,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",POINT (-90.10579815022702 30.01302378632191)
2507982,RR085,Complete,Water Line Replacement (FEMA),POINT (-90.10721625063057 30.013153358669438)
2508307,DPW030,Complete,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",POINT (-90.10933866568855 30.01334121550873)
2508016,RR083,Complete,Sewer Line Repair (SSERP),POINT (-90.104792840752 30.012933057001003)
2508435,RR084,Complete,Sewer Line Repair (SSERP),POINT (-90.11059490138517 30.011626339968366)
2508061,RR083,Complete,Sewer Line Repair (SSERP),POINT (-90.10850250046892 30.011443066826935)
2508062,RR085,Complete,Water Line Replacement (FEMA),POINT (-90.1074294296342 30.01134695739152)
2508462,RR083,Complete,Sewer Line Repair (SSERP),POINT (-90.10600979659002 30.0112185368969)
2508064,RR087,Complete,"Drainage Line, Sewer Line (SWB), and Water Line Replacement (SWB)",POINT (-90.10871465241834 30.00963578881698)
2508476,RR087,Complete,"Drainage Line, Sewer Line (SWB), and Water Line Replacement (FEMA)",POINT (-90.10997339190321 30.007923448347547)
2508488,RR083,Complete,Sewer Line Repair (SSERP),POINT (-90.10892675363644 30.007829009097907)
